Vegan Vitamin D3,"  Sun exposure is our main source of daily vitamin D intake, and although it can be consumed through our diet, it present in relatively few vegan foods ; that where we come in.nOur Vegan D3 Softgels offer the only plant-based source of vitamin D3, derived from lichen algae, making it perfect for vegans and vegetarians!nWhat are the benefits of Vegan D3 Softgels?nEach softgel is packed with 1000iu (25 &mu;g) of vitamin D3, providing 500% of your recommended intake, boasting great health benefits for overall wellbeing.nYou're probably already familiar with the benefits of vitamin D3 in supporting normal teeth and bones*, but did you know that it also helps to support our immune system?* ; keeping you feeling strong and healthy.nVitamin D also helps the body absorb and use the minerals calcium and phosphorous*, essential for optimal bone health.nAnd what more, it has better bio-availability than conventional vitamin D3 tablets.nWhen should you take Vegan D3 Softgels?nWe recommend consuming 1 softgel daily, preferably with meals, for a whole host of health benefits.n*Vitamin D contributes to normal absorption/utilisation of calcium and phosphorusn*Vitamin D contributes to normal blood calcium levelsn*Vitamin D contributes to the maintenance of normal bonesn*Vitamin D contributes to the maintenance of normal muscle functionn*Vitamin D contributes to the maintenance of normal teethn*Vitamin D contributes to the normal function of the immune system"
BCAA Energy,"  Quench your thirst with BCAA Energy, packed with amino acids, B vitamins and caffeine, to provide that perfect pick-me-up, anytime of the day.Plus, it sugar-free, contains no carbs, and is available in the delicious Cherry Cola and Mixed Berries flavours too!What are the benefits of BCAA Energy?Whatever your goals, BCAA Energy is here to help you succeed, with 180mg of caffeine per serving ; proven to increase alertness and improve concentration* ; delivering next level focus like never before.So whether you're looking for the perfect pre-workout boost or a super-energising coffee alternative, always keep your head in the game and focused on the task at hand.It also loaded with 5g of BCAAs, the building blocks of protein, and bursting with vitamins B6 and B12;which help;to reduce tiredness and fatigue* ; helping to power you through even the toughest workouts.For even better results, try it with ;Creatine Monohydrate ; it proven to increase physical performance in successive bursts of short-term, high-intensity exercise* ; ideal for improving strength and power.*The beneficial effect is obtained with a daily intake of 3g of creatine.*Vitamin B6 contributes to the reduction of tiredness and fatigue.*Vitamin B12;contributes to the reduction of tiredness and fatigue.*Caffeine is proven to increase alertness and improve concentration.;;"
Shape Seamless Crop Top,"  Engineered to define, our Shape Seamless Crop Top is constructed with unique knit technology to blend sweat-wicking with sleek style.nFeaturing contrasting shaped panels, raglan sleeves and rib cuffs, it created to combat any workout.;nSay hello to Seamless ; your lightweight second-skin. Constructed for performance using super-soft yarns, its ready to offer the ultimate shape enhancement, and move exactly as you do.nModel is 5'10   and wears size SnFabric: 54% nylon 36% polyester 10% elastane;n;n;n;"
Myamino Energy (Sample),"  Myamino;Energy: Powerful Energy BoostFuel your body and mind with Myamino Energy, packed with amino acids, vitamin C, and natural caffeine, to provide a super-energising boost, anytime you need it.Our unique mix of ingredients makes sure you're always pumped up and ready to achieve your goals, be it in the gym, during your sport, or even whilst studying. And, there a choice of refreshing fruity flavours too!What are the benefits of Myamino Energy?No matter the exercise or sport, Myamino Energy gives you the edge, with 100mg of natural caffeine per serving ; proven to increase alertness and improve concentration* ; delivering unrivalled focus like never before.Loaded with all the essential amino acids, including 3g of BCAAs providing the building blocks of new protein, and 1g of glutamine, that perfect for any workout.The unique profile includes amino acids such as;lysine, theanine, citrulline, tyrosine, arginine, and other specifically chosen extracts such as green coffee and green tea.And, it bursting with vitamin C, which;helps to maintain the normal function of your immune system, during and after physical exercise ; keeping you feeling strong and healthy.Plus, it helps to reduce tiredness and fatigue, making it the perfect alternative to your morning coffee ; with added benefits.Upgrade your gains: how to maximise resultsMyamino;Energy provides a boost whenever you need it most. Whether you're trying to grab gains in the gym, or just trying to stay alert during a busy day, it's a great source of natural caffeine and vitamin C. But, to make sure you're also getting a protein punch to power you to your goals, try;Thewhey;; our ultra-premium blend of the purest whey proteins, leading the way 25g of protein, boasting only 2g of carbs, 1g of fat ; we're setting a new standard.*Caffeine helps to improve concentration*Caffeine helps to increase alertness*Vitamin C contributes to the normal function of the immune system"
Myamino Energy,"  Myamino Energy: Powerful Energy BoostFuel your body and mind with Myamino Energy, packed with amino acids, vitamin C, and natural caffeine, to provide a super-energising boost1, anytime you need it.Our unique mix of ingredients makes sure you're always pumped up and ready to achieve your goals, be it in the gym, during your sport, or even whilst studying. And, there a choice of refreshing fruity flavours too!What are the benefits of Myamino Energy?No matter the exercise or sport, Myamino Energy gives you the edge, with 100mg of natural caffeine per serving ; proven to increase alertness_2 and improve concentration1 ; delivering unrivalled focus like never before.Loaded with all the essential amino acids, including 3g of BCAAs providing the building blocks of new protein and 1g of glutamine, it perfect for any workout.The unique profile includes amino acids such as lysine, theanine, citrulline, tyrosine, arginine, and other specifically chosen extracts such as green coffee and green tea.And, it bursting with vitamin C, which helps to maintain the normal function of your immune system3, during and after physical exercise ; keeping you feeling strong and healthy.Plus, it helps to reduce tiredness and fatigue4, making it the perfect alternative to your morning coffee ; with added benefits.Upgrade your gains: how to maximise resultsMyamino Energy provides a boost1 whenever you need it most. Whether you're trying to grab gains in the gym, or just trying to stay alert2 during a busy day, it's a great source of natural caffeine and vitamin C. But, to make sure you're also getting a protein punch_5 to power you to your goals, try Thewhey ; our ultra-premium blend of the purest whey proteins, leading the way 25g of protein, boasting only 2g of carbs, 1g of fat ; we're setting a new standard.1. Caffeine helps to improve concentration2. Caffeine helps to increase alertness3. Vitamin C contributes to the normal function of the immune system4. Vitamin C contributes to the reduction of tiredness and fatigue5. Protein contributes to the growth and maintenance of muscle mass"
Form Hoodie,"  Our Form Hoodie combines lightweight, stretch yarns with panelled style lines for comfort that'll keep you looking and feeling fresh.Tailored to give a slim-fit with metal drawcords and raised rubber branding ; this is the perfect match for your workout.Fit into Form ; our lightweight training collection, designed specifically to support your session whatever the season.;Model is 6'2   and wears size MFabric composition:Solid colours: 60% polyester 35% cotton 5% elastane;Grey Marl: 64% polyester, 32% cotton, 4% elastane;;;;"
Manuka Honey,"  Rich, golden and delicious, our Manuka Honey is an all-natural monofloral honey, produced in New Zealand.Renowned for its rich flavour, Manuka honey is recognised worldwide for its apparent antibacterial qualities.What are the benefits of Manuka Honey?Our Manuka Honey is certified to contain a minimum of 100mg/kg methylglyoxal*, a naturally occurring active compound, that found in higher concentrations in Manuka honey.Plus, it gluten-free and low in fat, making it ideal for supporting your healthy lifestyle.When to enjoy Manuka Honey?Whenever you feel like it! Simply enjoy it straight from the jar, or drizzle over porridge, pancakes, and Greek yoghurt, for an all-natural boost of flavour.*Tested to ISO standard"
Pulse Pre-Workout (Sample),"  Push yourself to the limit with our Pulse Pre-Workout, and deliver you very best performance, each and every time.Packed with a whole host of popular and widely researched ingredients, this powerful blend has all you need to take your workouts to the next level.And, it available in four refreshing flavours, Blue Raspberry, Cola, Fruit Punch and Orange Mango Passionfruit, too.What are the benefits of Pulse Pre-Workout?With 150mg of caffeine, it the perfect super-energising boost to get you out of bed and into your gym clothes. Caffeine is proven to increase alertness and improve concentration, keeping that focus and intensity from your final mile to that very last rep.Plus, it jam-packed with essentials vitamins, including vitamin C, B6, B12 and niacin, each boasting great health benefits for every workout.From helping to reduce tiredness and fatigue* to contributing to normal function of the immune system*, it perfect for keeping you feeling fit and healthy even after the most intense session.For even better results, try it with ;Creatine Monohydrate;; it proven to increase physical performance in successive bursts of short-term, high-intensity exercise*;; ideal for improving strength and power.*The beneficial effect is obtained with a daily intake of 3g of creatine.*Vitamin B6 contributes to the reduction of tiredness and fatigue*Vitamin B12 contributes to the reduction of tiredness and fatigue*Niacin contributes to the reduction of tiredness and fatigue*Vitamin C contributes to the reduction of tiredness and fatigue*Vitamin C contributes to the normal function of the immune system*Vitamin C contributes to maintain the normal function of the immune system during and after intense physical exercise"
Pulse Pre-Workout,"  Push yourself to the limit with our Pulse Pre-Workout, and deliver you very best performance, each and every time.Packed with a whole host of popular and widely researched ingredients, this powerful blend has all you need to take your workouts to the next level.And, it available in four refreshing flavours, Blue Raspberry, Cola, Fruit Punch and Orange Mango Passionfruit, too.What are the benefits of Pulse Pre-Workout?With 150mg of caffeine, it the perfect super-energising boost to get you out of bed and into your gym clothes. Caffeine is proven to increase alertness and improve concentration, keeping that focus and intensity from your final mile to that very last rep.Plus, it jam-packed with essentials vitamins, including vitamin C, B6, B12 and niacin, each boasting great health benefits for every workout.From helping to reduce tiredness and fatigue* to contributing to normal function of the immune system*, it perfect for keeping you feeling fit and healthy even after the most intense session.For even better results, try it with ;Creatine Monohydrate;; it proven to increase physical performance in successive bursts of short-term, high-intensity exercise*;; ideal for improving strength and power.*The beneficial effect is obtained with a daily intake of 3g of creatine.*Vitamin B6 contributes to the reduction of tiredness and fatigue*Vitamin B12 contributes to the reduction of tiredness and fatigue*Niacin contributes to the reduction of tiredness and fatigue*Vitamin C contributes to the reduction of tiredness and fatigue*Vitamin C contributes to the normal function of the immune system*Vitamin C contributes to maintain the normal function of the immune system during and after intense physical exercise"
Vitamin B12 Tablets,"  Primarily found in animal-based foods such as meat, eggs and dairy, vitamin B12 is an essential nutrient that must be consumed through our diet, but is found in virtually no plant-based foods.Our Vitamin B12 Tablets offer a high-strength source of vitamin B12, in the form of cyanocobalamin, making it perfect for vegans and vegetarians!What are the benefits of Vitamin B12 Tablets?Each tablet is packed with 1000&micro;g of vitamin B12, boasting great health benefits for total wellbeing.They're a great daily pick-me-up, as vitamin B12 helps to reduce tiredness and fatigue*, perfect for helping you to tackle the day ahead, as well as contributing to the normal function of the immune system ; meaning you feel strong and healthy.Did you know? Vitamin B12 also contributes to normal red blood cell formation, normal functioning of the nervous system, and has a role in the process of cell division*.When should you take Vitamin B12 Tablets?We recommend consuming 1 tablet daily, preferably with meals, for a whole host of health benefits.*Vitamin B12 contributes to normal functioning of the nervous system*Vitamin B12 contributes to normal red blood cell formation*Vitamin B12 contributes to the normal function of the immune system*Vitamin B12 contributes to the reduction of tiredness and fatigue*Vitamin B12 has a role in the process of cell division"
Vegan Pre-Workout,"  Fuel your plant-powdered lifestyle with our all-natural pre-workout formula, and tackle even the toughest workouts.Delivering a whole host of popular and widely researched ingredients, Vegan Pre-Workout is an explosive cocktail of plant extracts that packs a real punch!Plus, it free of any artificial colours, flavours and sweeteners, too!What are the benefits of Vegan Pre-Workout?No matter what that sport or exercise, Vegan Pre-Workout is always ready to help you reach your goals, with a natural blend of ingredients including beetroot, grapeseed, and pagoda tree seed extracts, that deliver an artificial-free boost.Bursting with 13mg of vitamin C per serving which helps reduce tiredness and fatigue*, to power you through your workout, while also contributing to the normal function of the immune system, perfect for keeping you fit and healthy even after the most intense training session.Did you know? Our Vegan Pre-Workout also contains a source of the essential mineral copper, that contributes to normal functioning of the nervous system and energy-yielding metabolism*.And not forgetting the 150mg of caffeine from guarana and green tea extracts! Proven to increase alertness and improve concentration*.Is this product for me?Whatever you're looking to achieve, kick-start any workout with our unique formula and push yourself to the limit, every time.*Vitamin C contributes to the reduction of tiredness and fatigue*Copper contributes to the protection of cells from oxidative stress*Copper contributes to normal functioning of the nervous system;*Copper contributes to normal energy-yielding metabolism*Caffeine helps to increase alertness*Caffeine helps to improve concentration"
Turmeric & BioPerineÂ® Capsules,"  Turmeric is a traditional Indian spice, and arguably one of the most popular natural ingredients in the world. Widely used in Ayurvedic medicine for centuries, and as a key ingredient in Indian cuisine, it superfood status in the West has been rising ever since.What are the benefits of Turmeric  ; BioPerine&reg;?Our Turmeric and BioPerine&reg; capsules are packed with 1000mg of turmeric per serving, which contributes to normal function of liver and joints, making this the perfect everyday supplement for overall health and wellbeing.It only recently that turmeric has gained popularity as a food supplement, and we've added 10mg of BioPerine&reg; per serving ; a black pepper extract ; meaning you'll get all the great benefits of this powerful Indian spice.Plus, it vegan and vegetarian-friendly, too!For even better results, try with ;Glucosamine Sulphate ; a naturally occurring nutrient and major component of cartilage.Don't forget to explore The Zone for more about turmeric."
Carb Crusher,"  ;nOur Carb Crusher bars are the ultimate high-protein snack ; with their triple layers and topped with crunchy crispies ; they're a super-nutritious treat for sweet-tooth snackers everywhere.nThey're high in protein and low in sugar, what more could you want? Well, they taste amazing too. So, indulge in a world of bittersweet Dark Chocolate Sea Salt, fruity Strawberry Cheesecake and smooth Caramel Nut.nWhat are the benefits of Carb Crusher?nPacked with 21g of protein, they contribute to the growth and maintenance of muscle mass, and a source of calcium ; helping maintain healthy teeth and bones*.nAnd that not all! Each delicious serving is fortified with approximately 100% of your recommended daily allowance of 20 essential vitamins and minerals, including vitamins C, B6, B12, iron and zinc ; providing great health benefits for everyday life. ;nFrom reducing tiredness and fatigue to boosting your immune system* to normal carbohydrate metabolism*, Carb Crusher keeps you feeling fit and healthy, to tackle the most gruelling full-body workout.nWhen to enjoy Carb Crusher?nAnytime those sweet-tooth cravings strike ; at home, the office, or straight after that big gym session. And, being low-sugar means it won't derail your diet.nFor even better results, try it with ;nThewhey&trade; ; our ultra-premium blend of the purest whey proteins is crafted to produce the finest nutritionals for promoting muscle growth and maintenance. *n*Protein contributes to the growth and maintenance of muscle mass.n*Calcium is needed for the maintenance of normal bonesn*Calcium is needed for the maintenance of normal teethn*Iron, Vitamin B12 and Vitamin B6 contributes to the reduction of tiredness and fatiguen*Iron contributes to the normal function of the immune systemn*Zinc contributes to the normal function of the immune systemn* Zinc contributes to normal carbohydrate metabolism"
Whey Protein Peanut Butter,"  Our twist on a cupboard classic, crafted from roasted peanuts and enriched with whey protein isolate, for the perfect high-protein, all-day, every-day nutritious snack.nWhat are the benefits of Whey Protein Peanut Butter?nAs well as being a naturally rich in protein, which contributes to the growth and maintenance of muscle mass, it low in sugar and free from added salt, palm oil and preservatives ; the sweet and simple way to keep your training on track.nPlus, we've added protein crispies for that extra crunch!nWhen to enjoy?nGet it in Original, Chocolate Orange, Apple Pie or Summer Fruit Pudding and enjoy this nutritionally indulgent snack anytime of the day.nSpread it on toast, rice crackers, and your favourite fruit, but the best way to enjoy our nut butter is straight out of the tub, one spoonful at a time!nFor even better results, try it with ;nHard Gainer Extreme;; ultimate weight-gain formula boasting 35g protein and 61g carbs to deliver a massive total of 446 calories per serving, for a beasty bulk-up companion."
Myprotein Sports Water Bottle - 650ml,no description here!
THE Pre-Workout+,"  _THE Pre-Workout+: Ultra-Premium Pre-WorkoutnWith caffeine to sharpen the mind1,2, fuel your workout with THE Pre-Workout+. Engineered with Phasetech&trade;  ; our unique time-release technology designed to optimise ingredient delivery.nTHE Pre-Workout+ uses a combination of cutting-edge ingredients like VASO6&trade; and dual-phase released caffeine to increase endurance performance,3 and help you stay one step ahead of the game.nWhy choose THE Pre-Workout+?nOur potent formula has dual-phase caffeine release for a powerful kick-start,3 with innovative beadlets giving you sustained ingredient delivery.nTHE Pre-Workout+ also includes a combination of VASO6&trade;, alpha-GPC, Huperzine A, AstraGin&reg;, and BioPerine&reg;. These have been specially added to help push you further and break barriers  ; rep after rep, set after set.nPlus, it comes in a range of fresh and exciting flavours including Rainbow Candy, Sour Gummy, and Orange Mango.nTHE Pre-Workout+: ingredient breakdownnCaffeine with PhaseTech&trade;: THE Pre-Workout+ delivers a powerful hit of 300mg of caffeine per serving, which supports an increase in endurance performance and helps to increase alertness.1,3nVASO6&trade;: a new 100% natural and patented ingredient, derived from green tea extract and containing naturally high levels of specific catechins and over 90% polyphenol content.nAlpha-GPC: alpha-glyceryl phosphoryl choline is a choline compound and is naturally found in the brain. Choline supports a normal metabolism.6nHuperzine A: huperzia is a natural compound extracted from the club moss huperzia serrata. It is typically used in traditional Chinese therapies, and is native to India and Southeast Asia.nAdded vitamins: THE Pre-Workout+ has a range of vitamins, including C  ; which helps reduce tiredness and fatigue and contributes to the function of the immune system after working out.4nNiacin: supports normal psychological function  ; helping you stay on top of your game.nOur formula also contains: AstraGin&reg;, and BioPerine&reg;  ; sourced from natural plant extracts, these are popular in traditional Eastern therapies and is a favoured ingredient in many pre-workout blends.nWhen to take THE Pre-Workout+?nIt recommended to consume your pre-workout formula approximately 30 minutes before your workout to gain the maximum benefits. With our unique PhaseTech&trade; time-release technology, you'll sustain your maximal performance for longer.3nWhat does THE Pre-Workout+ work well with?nTHE Pre-Workout+ is our ultra-premium pre-workout formula, helping to get you focused on your fitness goals and break through barriers. To make sure you're also getting the protein you need to grab those gains, add THE Whey+  ; our most premium whey protein, crafted using the finest ingredients to promote muscle growth and maintenance,5 with over 26g per serving.n1. Caffeine helps to increase alertness.n2. Vitamin C contributes to the reduction of tiredness and fatigue.n3. Caffeine contributes to an increase in endurance performance.n4. Vitamin C contributes to maintain the normal function of the immune system during and after intense physical exercise.n5. ;Protein contributes to the growth and maintenance of muscle mass.n6. Choline contributes to normal lipid metabolism."
THE Pre-Workout+ (Sample),"  _THE Pre-Workout+: Ultra-Premium Pre-WorkoutnSharpen the mind1,2 and fuel your workout with THE Pre-Workout+. Engineered with Phasetech&trade;  ; our unique time-release technology designed to optimise ingredient delivery.nTHE Pre-Workout+ uses a combination of cutting-edge ingredients like VASO6&trade; and dual-phase released caffeine to enhance endurance performance,3 and help you stay one step ahead of the game.nWhy choose THE Pre-Workout+?nOur potent formula delivers a dual-phase caffeine release for a powerful kick-start,3 with innovative beadlets giving you a sustained spike.nTHE Pre-Workout+ also includes a combination of VASO6&trade;, alpha-GPC, Huperzine A, AstraGin&reg;, and BioPerine&reg;. These have been specially added to help push you further and break barriers  ; rep after rep, set after set.nPlus, it comes in a range of fresh and exciting flavours including Rainbow Candy, Sour Gummy, and Orange Mango.nTHE Pre-Workout+: ingredient breakdownnCaffeine with PhaseTech&trade;: THE Pre-Workout+ delivers a powerful hit of 300mg of caffeine per serving, which supports an increase in endurance performance and helps to increase alertness.1,3nVASO6&trade;: a new 100% natural and patented ingredient, derived from green tea extract and containing naturally high levels of specific catechins and over 90% polyphenol content.nAlpha-GPC: alpha-glyceryl phosphoryl choline is a choline compound and is naturally found in the brain. Choline supports a normal metabolism.6nHuperzine A: huperzia is a natural compound extracted from the club moss huperzia serrata. It is typically used in traditional Chinese therapies, and is native to India and Southeast Asia.nAdded vitamins: THE Pre-Workout+ has a range of vitamins, including C  ; which helps reduce tiredness and fatigue and contributes to the function of the immune system after working out.4nNiacin: supports normal psychological function  ; helping you stay on top of your game.nOur formula also contains: AstraGin&reg;, and BioPerine&reg;  ; sourced from natural plant extracts, these are popular in traditional Eastern therapies and is a favoured ingredient in many pre-workout blends.nWhen to take THE Pre-Workout+?nIt recommended to consume your pre-workout formula approximately 30 minutes before your workout to gain the maximum benefits. With our unique PhaseTech&trade; time-release technology, you'll sustain your maximal performance for longer.3nWhat does THE Pre-Workout+ work well with?nTHE Pre-Workout+ is our ultra-premium pre-workout formula, helping to get you focused on your fitness goals and break through barriers. To make sure you're also getting the protein you need to grab those gains, add THE Whey+  ; our most premium whey protein, crafted using the finest ingredients to promote muscle growth and maintenance,5 with over 26g per serving.n1. Caffeine helps to increase alertness.n2. Vitamin C contributes to the reduction of tiredness and fatigue.n3. Caffeine contributes to an increase in endurance performance.n4. Vitamin C contributes to maintain the normal function of the immune system during and after intense physical exercise.n5. ;Protein contributes to the growth and maintenance of muscle mass.n6. Choline contributes to normal lipid metabolism."
BCAA (Cocktail Flavours),"  BCAA: The Building Blocks of ProteinnHere your essential amino acid supplement, containing an optimal 2:1:1 ratio of leucine, isoleucine, and valine. These can't be produced by your body so they must come from your diet.nOur BCAA supplement provides a way to consume these essentials without being time consuming or costly.nRanked Grade A by independent tester Labdoor for both quality and value, our BCAA is officially certified as one of the best branched-chain amino acids supplements on the market.nWhat are the benefits of BCAA?nThey're your essential amino acids in one convenient supplement. There are nine essential amino acids, and three branch-chain amino acids, which are leucine, isoleucine, and valine. These are the building blocks of protein, which makes up the structure of new muscle tissue.nThis is important for any fitness goal, whether you're looking to raise your game with another weekly gym session, or packing a few more kilos on your bar.nWhen should you take BCAA?nWe recommend taking 5g 2-4 times a day for best results ; enjoying one of our range of fruity flavours, or simply adding the Unflavoured version to your favourite shake.nThese amino acids can be taken throughout the day, or before, during, and after exercise.nUpgrade your gains: how to maximise resultsnBCAAs are branch-chain amino acids and form the building blocks of protein, and must come from your diet. But, to make sure you're getting your daily protein allowance, add Impact Whey Protein   ; created with premium, grass-fed whey, it packed with an impressive 21g of protein per serving, delivering the protein you need from a high-quality source. To save on time and costs, add an Unflavoured scoop of BCAAs to your whey shake.nPlease note that the labelling on this product is provided in English as a minimum. French, Italian, German, Spanish, Danish, Swedish and Finnish may also be present on a product by product basis."
Myprotein Lean Snack Pack,"  Tired of guilty snacking? We've put together a range of indulgent high-protein treats, that will satisfy those sweet-tooth cravings and keep your training on track.So, enjoy a protein-packed pick-me-up without ruining all your hard-earned progress. Here what inside:Key Benefits:Impact Whey Protein (2 x Sample) (Choc Brownie and Blueberry Cheesecake)The UK most popular protein. Created with premium whey, it packed with an impressive 21g of protein per serving, delivering the protein you need from a high-quality source.Grade A Labdoor ranking21g protein per serving4.5g BCAAs*Nutritionals based on Unflavoured.Protein Wafer (Sample) (Vanilla)Our Protein Wafers have a velvety high-protein filling  ; we blend milk protein isolate and whey protein isolate to deliver a delicious snack that doesn't derail your diet.15g protein per serving60% less sugar, 20% less fat than standard supermarket wafersGuilt-free snackVirtue Bar (Sample)A delicious, yoghurt-drenched cereal bar, perfect for those tempting moments in-between meals.Less than 95 calories per barSource of proteinSource of calciumSkinny Bar (Chocolate  ; Cookie Dough)The ultimate treat for active women everywhere ; from lifters and cardio queens to yoga fanatics, and everyone in-between ; it'll satisfy your sweet tooth, without derailing your training.18g of protein per barHigh in fibreLow in sugarMini ShakerKeep your powered supplements deliciously smooth and lump-free with our classic, easy-to clean shaker.Sealed drip-free designUnique wire blending ballSmaller sizeFlavours may be substituted depending on availability."
THE Whey+,"  THE Whey+: Fuel for Superior ResultsnAchieve your goals with THE Whey+ with PhaseTech&trade;  ; our most advanced whey formula to date. Our time-release beadlet delivery system optimises recovery with a phased BCAA, leucine, and glutamine boost  ; these naturally occur in protein which helps to build and repair new muscle.1nTHE Whey+ uses a combination of cutting-edge ingredients including GroPlex&trade; and protein to ignite muscle growth1 and help you stay on top of your game.nWhy choose THE Whey+?nTHE Whey+ features a unique combination of whey protein isolate and GroPlex&trade;  ; we've taken our premium protein blend and improved the formula. Whether you're trying to increase add size or tone-up, it the protein you need to grow and maintain muscle.1nThe next generation of sports nutrition  ; our innovative whey offers unrivalled quality and taste. Plus, it available in three indulgent flavours: Chocolate Brownie, Strawberry Milkshake, and Vanilla Ice Cream.nTHE Whey+: Ingredient BreakdownnWhey isolate: highly-refined form of whey protein and up to 90% pure.n5g GroPlex&trade;: a unique combination of dairy peptides and fast-digesting hydrolysed whey and slow-digesting micellar casein  ; proteins supporting muscle growth.1n6.5g PhaseTech&trade; BCAA: naturally occurring in our protein, they help build and repair new muscle.1 Our beadlets are powered by PhaseTech&trade; technology.n5g PhaseTech&trade; L-glutamine: naturally occurring in our protein  ; helping to build and repair new muscle,1 and also supported with our exclusive PhaseTech&trade; L-glutamine.n3g PhaseTech&trade; L-leucine: supported by our sustained-release technology, leucine is an essential amino acid that must come from your diet.nMyZyme&reg;: an expertly developed blend of enzymes that break proteins into their amino acids.nWhen to take THE Whey+?nWe recommend taking it 30-60 minutes post-workout to gain the maximum benefits. Or, take it in the morning to get a sustained dose of BCAAs throughout your day and keep topped up on protein.nWhat does THE Whey+ work well with?nTo maximise results, combine THE Whey+ with our ultra-premium pre-workout formula  ; THE Pre-Workout+. It powered by PhaseTech&trade; time-release technology, giving you a sustained caffeine boost to power your workout as well as your day.2n;n1. Protein contributes to the growth and maintenance of muscle mass.n2. Caffeine contributes to an increase in endurance performance."
THE Whey+ (Sample),"  THE Whey+: Fuel for Superior ResultsnAchieve your goals with THE Whey+ with PhaseTech&trade;  ; our most advanced whey formula to date. Our time-release beadlet delivery system optimises recovery with a phased BCAA, leucine, and glutamine boost  ; these naturally occur in protein which helps to build and repair new muscle.1nTHE Whey+ uses a combination of cutting-edge ingredients including GroPlex&trade; and protein to ignite muscle growth1 and help you stay on top of your game.nWhy choose THE Whey+?nTHE Whey+ features a unique combination of whey protein isolate and GroPlex&trade;  ; we've taken our premium protein blend and improved the formula. Whether you're trying to increase add size or tone-up, it the protein you need to grow and maintain muscle.1nThe next generation of sports nutrition  ; our innovative whey offers unrivalled quality and taste. Plus, it available in three indulgent flavours: Chocolate Brownie, Strawberry Milkshake, and Vanilla Ice Cream.nTHE Whey+: Ingredient BreakdownnWhey isolate: highly-refined form of whey protein and up to 90% pure.n5g GroPlex&trade;: a unique combination of dairy peptides and fast-digesting hydrolysed whey and slow-digesting micellar casein  ; proteins supporting muscle growth.1n6.5g PhaseTech&trade; BCAA: naturally occurring in our protein, they help build and repair new muscle.1 Our beadlets are powered by PhaseTech&trade; technology.n5g PhaseTech&trade; L-glutamine: naturally occurring in our protein  ; helping to build and repair new muscle,1 and also supported with our exclusive PhaseTech&trade; L-glutamine.n3g PhaseTech&trade; L-leucine: supported by our sustained-release technology, leucine is an essential amino acid that must come from your diet.nMyZyme&reg;: an expertly developed blend of enzymes that break proteins into their amino acids.nWhen to take THE Whey+?nWe recommend taking it 30-60 minutes post-workout to gain the maximum benefits. Or, take it in the morning to get a sustained dose of BCAAs throughout your day and keep topped up on protein.nWhat does THE Whey+ work well with?nTo maximise results, combine THE Whey+ with our ultra-premium pre-workout formula  ; THE Pre-Workout+. It powered by PhaseTech&trade; time-release technology, giving you a sustained caffeine boost to power your workout as well as your day.2n1. Protein contributes to the growth and maintenance of muscle mass.n2. Caffeine contributes to an increase in endurance performance."
THE Amino+,"  THE Amino+: The next generation of sports nutritionnOur most advanced amino formula to date, THE Amino+ with PhaseTech&trade; is powered by our unique time-release beadlet technology, giving you the sustained boost of ingredients you need to see results  ; whatever your fitness goals.nTHE Amino+ harnesses clinically studied cutting-edge micronised amino acids, as well as plant extracts including ashwagandha and specifically chosen vitamins to help you stay ahead of the game.1,2,3 nWhy choose THE Amino+?nPacked with 14g of amino acids, supported by PhaseTech&trade; time-release BCAAs and glutamine  ; THE Amino+ is the ideal boost when you need it most. BCAAs naturally occur in protein and help to build and repair new muscle.4nPowered by our advanced dual-phase, time-release delivery system, you get a sustained boost of ingredients throughout the day. And we've completed our formulation with a unique blend of vitamins and plant extracts including BioPerine&reg;, KSM-66&reg; Ashwagandha, and AstraGin&reg;.nPlus, it comes in three fruity flavours: Berry, Tropical and Blue Raspberry Lime.nTHE Amino+: Ingredient Breakdownn14g micronised amino acids: the unique profile includes amino acids such as taurine, citrulline, tyrosine, arginine, and theanine ; helpful for all training goals.n6g PhaseTech&trade; BCAAs: naturally occurring in protein, helping your body build and repair new muscle.4n3g PhaseTech&trade; L-leucine: supported by our time-release technology, leucine is an essential amino acid that must come from your diet.n2g PhaseTech&trade; L-glutamine: naturally occurring in our protein  ; helping to build and repair new muscle,4 and also supported with our exclusive PhaseTech&trade; L-glutamine.nKSM-66&reg; Ashwagandha: a popular Ayurvedic Indian ginseng that is used in a variety of herbal tonics.nVitamin C: helps to keep you sharp, as well as your natural defences high after a tough workout.2nAstraGin&reg;: 100% natural, and sourced from plants including panaxnotoginseng and astragalus membranaceous.nBioPerine&reg;: derived from the fruit of the black pepper plant, and popular in Chinese traditional therapies.nWhen to take THE Amino+?nAdd 2 scoops (20g) to 300-400ml of water or juice in a shaker before/during/after exercise ; or throughout the day for a quick amino boost.nWhat does THE Amino+ work well with?nCombine the power of THE Amino+ with our most advanced protein powder to date  ; THE Whey+ uses a combination of clinically studied cutting-edge ingredients and protein to grow important muscle.4n1. Vitamin C contributes to the reduction of tiredness and fatigue.n2. Vitamin C contributes to;maintain;the normal function of the immune system during and after intense physical exercise.n3. Vitamin C contributes to;normal;psychological function.n4. Protein;contributes to the growth and maintenance of muscle mass."
